0.00781484 6.10711e-05
0.0178148 0.000317714
0.0278148 0.000787167
0.0378148 0.00144688
0.0478148 0.00231709
0.0578148 0.00334851
0.0678148 0.00459692
0.0778148 0.00604655
0.0878148 0.00770298
0.0978148 0.00955295
0.107815 0.0116022
0.117815 0.0138491
0.127815 0.0162919
0.137815 0.0189354
0.147815 0.0217713
0.157815 0.0248038
0.167815 0.0280306
0.177815 0.0314522
0.187815 0.0350674
0.197815 0.038876
0.207815 0.0428754
0.217815 0.0470682
0.227815 0.0514518
0.237815 0.0560255
0.247815 0.0607908
0.257815 0.0657482
0.267815 0.0708774
0.277815 0.0761891
0.287815 0.0817037
0.297815 0.0873813
0.307815 0.0932951
0.317815 0.0993321
0.327815 0.105548
0.337815 0.111962
0.347815 0.118555
0.357815 0.125317
0.367815 0.132258
0.377815 0.13938
0.387815 0.146666
0.397815 0.154118
0.407815 0.16174
0.417815 0.169534
0.427815 0.177496
0.437815 0.185622
0.447815 0.193905
0.457815 0.202353
0.467815 0.210954
0.477815 0.219723
0.487815 0.228639
0.497815 0.237712
0.507815 0.246932
0.517815 0.256311
0.527815 0.265834
0.537815 0.275502
0.547815 0.285318
0.557815 0.295272
0.567815 0.305367
0.577815 0.315597
0.587815 0.325958
0.597815 0.336476
0.607815 0.347109
0.617815 0.357873
0.627815 0.368768
0.637815 0.379784
0.647815 0.390921
0.657815 0.402187
0.667815 0.413574
0.677815 0.425049
0.687815 0.436669
0.697815 0.448377
0.707815 0.460203
0.717815 0.472141
0.727815 0.484174
0.737815 0.496309
0.747815 0.508543
0.757815 0.520874
0.767815 0.533297
0.777815 0.54581
0.787815 0.558416
0.797815 0.571101
0.807815 0.583872
0.817815 0.596721
0.827815 0.609649
0.837815 0.622649
0.847815 0.635723
0.857815 0.648861
0.867815 0.662073
0.877815 0.675352
0.887815 0.688678
0.897815 0.702068
0.907815 0.715505
0.917815 0.728998
0.927815 0.742541
0.937815 0.756129
0.947815 0.769761
0.957815 0.783432
0.967815 0.797141
0.977815 0.810887
0.987815 0.824657
0.997815 0.838451
1.00781 0.852279
1.01781 0.866122
1.02781 0.879986
1.03781 0.893866
1.04781 0.907758
1.05781 0.921658
1.06781 0.935565
1.07781 0.949475
1.08781 0.963384
1.09781 0.977289
1.10781 0.99119
1.11781 1.00508
1.12781 1.01896
1.13781 1.03282
1.14781 1.04666
1.15781 1.06048
1.16781 1.07427
1.17781 1.08803
1.18781 1.10176
1.19781 1.11545
1.20781 1.12911
1.21781 1.14273
1.22781 1.1563
1.23781 1.16982
1.24781 1.18329
1.25781 1.19671
1.26781 1.21007
1.27781 1.22336
1.28781 1.23659
1.29781 1.24976
1.30781 1.26285
1.31781 1.27587
1.32781 1.28881
1.33781 1.30166
1.34781 1.31443
1.35781 1.32713
1.36781 1.33973
1.37781 1.35224
1.38781 1.36465
1.39781 1.37696
1.40781 1.38916
1.41781 1.40126
1.42781 1.41325
1.43781 1.42512
1.44781 1.43688
1.45781 1.44852
1.46781 1.46004
1.47781 1.47143
1.48781 1.48269
1.49781 1.49383
1.50781 1.50482
1.51781 1.51569
1.52781 1.5264
1.53781 1.53698
1.54781 1.54741
1.55781 1.55769
1.56781 1.5678
1.57781 1.57777
1.58781 1.58759
1.59781 1.59723
1.60781 1.60671
1.61781 1.61601
1.62781 1.62518
1.63781 1.63414
1.64781 1.64293
1.65781 1.65154
1.66781 1.65998
1.67781 1.66821
1.68781 1.67627
1.69781 1.68413
1.70781 1.69178
1.71781 1.69928
1.72781 1.70656
1.73781 1.71363
1.74781 1.72049
1.75781 1.72715
1.76781 1.7336
1.77781 1.73985
1.78781 1.74588
1.79781 1.75169
1.80781 1.75727
1.81781 1.76262
1.82781 1.76777
1.83781 1.77267
1.84781 1.77736
1.85781 1.78182
